Suburb,Address,Rooms,Type,Price,Method,Seller,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Latitude,Longitude,Region,Propertycount,LogPrice,SaleYear,SaleMonth,PropertyAge,Price_per_sqm
Balwyn,3/3 Iramoo St,3,t,1367000,S,Jellis,2023-12-10,9.7,3103,3,2,2.0,219,164.0,2003.0,Boroondara,-37.8125,145.0849,Southern Metropolitan,5682,14.128129847234714,2023,12,20.0,8335.365853658537
Balwyn,18 Metung St,5,h,3600000,SP,Marshall,2023-12-10,9.7,3103,5,3,2.0,678,,,Boroondara,-37.8063,145.0705,Southern Metropolitan,5682,15.096444681204078,2023,12,,
Balwyn,25 Percy St,5,h,2550000,S,Marshall,2023-12-10,9.7,3103,5,3,2.0,642,,1930.0,Boroondara,-37.8096,145.0735,Southern Metropolitan,5682,14.751604309291395,2023,12,93.0,
Balwyn North,185 Doncaster Rd,4,h,1702000,PI,Jellis,2023-12-10,9.2,3104,4,2,2.0,715,,1939.0,Boroondara,-37.7943,145.083,Southern Metropolitan,7809,14.34731517565935,2023,12,84.0,
Balwyn North,41 Helston St,4,h,1800000,VB,Fletchers/One,2023-12-10,9.2,3104,4,2,4.0,587,165.0,1960.0,Boroondara,-37.7841,145.0953,Southern Metropolitan,7809,14.403297778421795,2023,12,63.0,10909.09090909091
Balwyn North,15 Moody St,4,h,2910000,S,Marshall,2023-12-10,9.2,3104,4,3,2.0,1070,247.0,1992.0,Boroondara,-37.7975,145.0716,Southern Metropolitan,7809,14.883663982790228,2023,12,31.0,11781.376518218623
Balwyn North,53 Sweyn St,2,h,1400000,S,Noel,2023-12-10,9.2,3104,2,1,1.0,694,,,Boroondara,-37.7941,145.1042,Southern Metropolitan,7809,14.151983508870947,2023,12,,
Balwyn North,2/11 Winfield Rd,2,t,860000,S,hockingstuart,2023-12-10,9.2,3104,2,2,2.0,204,,,Boroondara,-37.8008,145.104,Southern Metropolitan,7809,13.664688831019712,2023,12,,
Bentleigh,548 Centre Rd,3,h,770000,VB,Woodards,2023-12-10,13.0,3204,3,2,2.0,0,,1987.0,Glen Eira,-37.9193,145.0438,Southern Metropolitan,6795,13.554147092530322,2023,12,36.0,
Bentleigh,1/30 Daley St,2,h,855000,SP,Marshall,2023-12-10,13.0,3204,2,1,1.0,296,103.0,1940.0,Glen Eira,-37.9243,145.0376,Southern Metropolitan,6795,13.658857917508856,2023,12,83.0,8300.970873786408
Bentleigh,1/26 Harding St,3,t,1100000,SP,Buxton,2023-12-10,13.0,3204,3,2,2.0,333,,,Glen Eira,-37.9292,145.0341,Southern Metropolitan,6795,13.910821646859095,2023,12,,
Bentleigh,13/27 Patterson Rd,2,u,650000,SP,hockingstuart,2023-12-10,13.0,3204,2,1,1.0,116,92.0,1960.0,Glen Eira,-37.9245,145.0336,Southern Metropolitan,6795,13.384729180332174,2023,12,63.0,7065.217391304348
Bentleigh,112 Tucker Rd,4,h,1815000,S,Buxton,2023-12-10,13.0,3204,4,2,4.0,902,233.0,1950.0,Glen Eira,-37.924,145.0504,Southern Metropolitan,6795,14.411596576645124,2023,12,73.0,7789.699570815451
Bentleigh,9 Yawla St,4,h,2255000,S,hockingstuart,2023-12-10,13.0,3204,4,3,2.0,557,353.0,2008.0,Glen Eira,-37.9132,145.0251,Southern Metropolitan,6795,14.628660974377798,2023,12,15.0,6388.101983002833
Bentleigh East,1A Brian St,4,t,1185000,S,hockingstuart,2023-12-10,13.9,3165,4,2,2.0,305,207.0,2012.0,Glen Eira,-37.9245,145.0507,Southern Metropolitan,10969,13.98525417643287,2023,12,11.0,5724.63768115942
Bentleigh East,13 Brooks St,4,t,1060000,S,Woodards,2023-12-10,13.9,3165,4,3,1.0,313,166.0,1960.0,Glen Eira,-37.9164,145.0765,Southern Metropolitan,10969,13.87378040948403,2023,12,63.0,6385.542168674699
Bentleigh East,4/738 Centre Rd,2,u,716000,S,Buxton,2023-12-10,13.9,3165,2,1,2.0,212,,,Glen Eira,-37.9218,145.0607,Southern Metropolitan,10969,13.481436842589853,2023,12,,
Bentleigh East,18 May St,3,h,1550000,S,Paul,2023-12-10,13.9,3165,3,1,1.0,581,,,Glen Eira,-37.9177,145.0535,Southern Metropolitan,10969,14.253766134056512,2023,12,,
Bentleigh East,1098 North Rd,3,h,840000,S,Buxton,2023-12-10,13.9,3165,3,2,2.0,697,,,Glen Eira,-37.9092,145.0813,Southern Metropolitan,10969,13.641158361294979,2023,12,,
Bentleigh East,106 Parkmore Rd,3,h,1110000,S,Woodards,2023-12-10,13.9,3165,3,1,4.0,612,,,Glen Eira,-37.9159,145.0733,Southern Metropolitan,10969,13.919871474189012,2023,12,,
Bentleigh East,8 Tambet St,3,h,1106000,S,McGrath,2023-12-10,13.9,3165,3,1,2.0,584,,,Glen Eira,-37.9183,145.071,Southern Metropolitan,10969,13.916261365223141,2023,12,,
Box Hill,3 Alexander St,3,h,1715000,SP,Marshall,2023-12-10,13.1,3128,3,2,2.0,458,170.0,1950.0,Whitehorse,-37.8257,145.1216,Eastern Metropolitan,4605,14.354924221672386,2023,12,73.0,10088.235294117647
Box Hill,21 Barkly St,3,h,1200000,SP,Marshall,2023-12-10,13.1,3128,3,1,2.0,550,110.0,1950.0,Whitehorse,-37.8275,145.1298,Eastern Metropolitan,4605,13.997832948091215,2023,12,73.0,10909.09090909091
Box Hill,17 Combarton St,3,h,1760000,S,Fletchers,2023-12-10,13.1,3128,3,1,0.0,741,151.0,1910.0,Whitehorse,-37.8258,145.1246,Eastern Metropolitan,4605,14.38082493519599,2023,12,113.0,11655.629139072847
Braybrook,19 Hughes St,3,h,570500,S,Trimson,2023-12-10,10.8,3019,3,1,1.0,471,,1960.0,Maribyrnong,-37.7924,144.8523,Western Metropolitan,3589,13.25427020113111,2023,12,63.0,
Braybrook,21 Hughes St,3,h,575000,S,Trimson,2023-12-10,10.8,3019,3,1,3.0,559,98.0,1955.0,Maribyrnong,-37.7923,144.852,Western Metropolitan,3589,13.26212705890841,2023,12,68.0,5867.34693877551
Braybrook,19 Kannan Bvd,4,h,882000,S,Village,2023-12-10,10.8,3019,4,2,2.0,393,216.0,2008.0,Maribyrnong,-37.7763,144.8543,Western Metropolitan,3589,13.689948468775134,2023,12,15.0,4083.3333333333335
Brighton,2 Campbell St,3,h,2050000,PI,hockingstuart,2023-12-10,11.2,3186,3,3,2.0,398,262.0,2012.0,Bayside,-37.899,144.9901,Southern Metropolitan,10579,14.53335083891935,2023,12,11.0,7824.427480916031
Brighton,115 Dendy St,4,h,3180000,S,hockingstuart,2023-12-10,11.2,3186,4,3,6.0,454,,,Bayside,-37.9206,145.0051,Southern Metropolitan,10579,14.97239206922172,2023,12,,
Brighton,640B Hampton St,2,t,960000,S,Hodges,2023-12-10,11.2,3186,2,1,2.0,363,,,Bayside,-37.9275,145.0046,Southern Metropolitan,10579,13.774689605110144,2023,12,,
Brighton,73 Martin St,4,h,3320000,S,Buxton,2023-12-10,11.2,3186,4,3,2.0,644,364.0,2000.0,Bayside,-37.8964,144.9972,Southern Metropolitan,10579,15.015475642097446,2023,12,23.0,9120.87912087912
Brighton,297 New St,4,h,2800000,PI,RT,2023-12-10,11.2,3186,4,3,3.0,596,,,Bayside,-37.9059,144.9927,Southern Metropolitan,10579,14.845130332288226,2023,12,,
Brighton,3/24 South Rd,3,u,1602000,S,RT,2023-12-10,11.2,3186,3,2,2.0,328,,,Bayside,-37.9288,144.9954,Southern Metropolitan,10579,14.286764030829971,2023,12,,
Brighton East,1 Arnot St,5,h,2500000,VB,Hodges,2023-12-10,10.7,3187,5,3,2.0,634,,2005.0,Bayside,-37.9126,145.013,Southern Metropolitan,6938,14.731801689838349,2023,12,18.0,
Brighton East,14 Holmhurst Ct,4,h,1700000,PI,Buxton,2023-12-10,10.7,3187,4,3,4.0,708,275.0,1950.0,Bayside,-37.9299,145.015,Southern Metropolitan,6938,14.346139397261565,2023,12,73.0,6181.818181818182
Brighton East,24 Moore St,3,h,1405000,S,Buxton,2023-12-10,10.7,3187,3,1,1.0,490,,,Bayside,-37.9024,145.0097,Southern Metropolitan,6938,14.155548572493503,2023,12,,
Brighton East,355 Nepean Hwy,3,h,1290000,S,Greg,2023-12-10,10.7,3187,3,1,2.0,661,,1920.0,Bayside,-37.9045,145.0082,Southern Metropolitan,6938,14.070153551531353,2023,12,103.0,
Brighton East,92 Thomas St,5,h,3207000,S,hockingstuart,2023-12-10,10.7,3187,5,5,3.0,1561,272.0,1969.0,Bayside,-37.9102,145.0245,Southern Metropolitan,6938,14.98084679049314,2023,12,54.0,11790.441176470587
Brunswick,7/117 Albion St,2,t,620000,S,Harrington,2023-12-10,5.2,3056,2,2,1.0,72,2.0,,Moreland,-37.7609,144.969,Northern Metropolitan,11918,13.3374763699232,2023,12,,58952.50000000024
Brunswick,3/5 Evans St,3,u,880000,S,Dingle,2023-12-10,5.2,3056,3,2,1.0,122,152.0,2000.0,Moreland,-37.7697,144.9649,Northern Metropolitan,11918,13.68767832281738,2023,12,23.0,5789.473684210527
Brunswick,5 MacKenzie St,3,h,1222500,S,Nelson,2023-12-10,5.2,3056,3,1,0.0,331,126.0,1890.0,Moreland,-37.7619,144.959,Northern Metropolitan,11918,14.01640931832674,2023,12,133.0,9702.380952380952
Brunswick West,81 Melville Rd,3,h,793000,S,Ray,2023-12-10,5.9,3055,3,1,0.0,275,119.0,1935.0,Moreland,-37.763,144.9439,Northern Metropolitan,7082,13.583579761650238,2023,12,88.0,6663.865546218487
Brunswick West,6/524 Moreland Rd,2,u,400000,SP,Nelson,2023-12-10,5.9,3055,2,1,1.0,73,64.0,1960.0,Moreland,-37.7528,144.9368,Northern Metropolitan,7082,12.899222326086994,2023,12,63.0,6250.0
Bulleen,38 Balwyn Rd,3,h,905000,S,Barry,2023-12-10,11.8,3105,3,3,2.0,401,165.0,1965.0,Manningham,-37.7733,145.0901,Eastern Metropolitan,4480,13.715691327653829,2023,12,58.0,5484.848484848485
Bulleen,11 Carrathool St,3,h,1400000,S,Barry,2023-12-10,11.8,3105,3,1,3.0,770,,,Manningham,-37.7644,145.0886,Eastern Metropolitan,4480,14.151983508870947,2023,12,,
Bulleen,135 Manningham Rd,4,h,1085000,PI,Barry,2023-12-10,11.8,3105,4,2,1.0,1124,225.0,1960.0,Manningham,-37.7679,145.0958,Eastern Metropolitan,4480,13.897091466615258,2023,12,63.0,4822.222222222223
Bulleen,24 Robert St,4,h,1300000,SP,Jellis,2023-12-10,11.8,3105,4,3,1.0,604,,,Manningham,-37.7621,145.086,Eastern Metropolitan,4480,14.077875591662238,2023,12,,
Burwood,2 Bennett St,3,h,1342000,S,McGrath,2023-12-10,11.7,3125,3,1,2.0,690,,,Whitehorse,-37.8509,145.117,Southern Metropolitan,5678,14.109672341669969,2023,12,,
Burwood,12 Havelock St,4,h,1782800,SP,Buxton,2023-12-10,11.7,3125,4,2,2.0,804,,,Whitehorse,-37.8516,145.1179,Southern Metropolitan,5678,14.393696280969795,2023,12,,
Camberwell,12 Brinsley Rd,4,h,2090000,S,Noel,2023-12-10,7.8,3124,4,2,2.0,650,,,Boroondara,-37.8274,145.0688,Southern Metropolitan,8920,14.55267510240978,2023,12,,
Camberwell,3/575 Burke Rd,3,t,1250000,VB,Fletchers,2023-12-10,7.8,3124,3,2,2.0,232,,,Boroondara,-37.842,145.0542,Southern Metropolitan,8920,14.038654909278163,2023,12,,
Canterbury,13 Byron St,5,h,2930000,S,Jellis,2023-12-10,9.0,3126,5,3,4.0,645,222.0,2005.0,Boroondara,-37.8317,145.0738,Southern Metropolitan,3265,14.89051332229012,2023,12,18.0,13198.198198198199
Canterbury,21 Compton St,4,h,2950000,PI,Jellis,2023-12-10,9.0,3126,4,2,3.0,812,173.0,1927.0,Boroondara,-37.8323,145.0842,Southern Metropolitan,3265,14.897316067298997,2023,12,96.0,17052.023121387283
Carlton North,1 Fletcher La,2,h,800000,PI,Nelson,2023-12-10,3.2,3054,2,1,1.0,73,104.0,2009.0,Yarra,-37.7852,144.9719,Northern Metropolitan,3106,13.592368256649284,2023,12,14.0,7692.307692307692
Carlton North,173 MacPherson St,2,h,1301000,S,Nelson,2023-12-10,3.2,3054,2,1,0.0,133,,,Yarra,-37.786,144.9704,Northern Metropolitan,3106,14.078644526133855,2023,12,,
Carnegie,2/33 Oakleigh Rd,2,t,930000,S,hockingstuart,2023-12-10,11.4,3163,2,2,1.0,166,170.0,2009.0,Glen Eira,-37.8982,145.0488,Southern Metropolitan,7822,13.742940940397677,2023,12,14.0,5470.588235294118
Caulfield North,8/359 Balaclava Rd,1,u,290000,VB,hockingstuart,2023-12-10,8.1,3161,1,1,1.0,952,43.0,1970.0,Glen Eira,-37.8744,145.0371,Southern Metropolitan,6923,12.577639650232573,2023,12,53.0,6744.186046511628
Caulfield North,3/374 Dandenong Rd,2,u,608000,SP,Gary,2023-12-10,8.1,3161,2,1,1.0,0,,,Glen Eira,-37.8607,145.0112,Southern Metropolitan,6923,13.317931805683793,2023,12,,
Caulfield South,1/2 Griffiths St,4,t,1030000,VB,Gary,2023-12-10,9.3,3162,4,2,2.0,216,165.0,1995.0,Glen Eira,-37.8887,145.0318,Southern Metropolitan,5051,13.845070331079134,2023,12,28.0,6242.424242424242
Clifton Hill,12 Kiewa St,2,h,1417000,SP,Nelson,2023-12-10,3.4,3068,2,1,0.0,197,,,Yarra,-37.7924,145.0002,Northern Metropolitan,2954,14.164053224388871,2023,12,,
Clifton Hill,40 Myrtle St,2,h,1290000,S,Jellis,2023-12-10,3.4,3068,2,1,0.0,164,99.0,1890.0,Yarra,-37.7912,144.9967,Northern Metropolitan,2954,14.070153551531353,2023,12,133.0,13030.30303030303
Coburg,2/118 Bruce St,3,t,640000,S,Nelson,2023-12-10,7.8,3058,3,1,2.0,119,109.0,1995.0,Moreland,-37.7403,144.9491,Northern Metropolitan,11204,13.369225017834633,2023,12,28.0,5871.559633027523
Coburg,31 Elizabeth St,2,h,820000,S,Peter,2023-12-10,7.8,3058,2,1,1.0,597,,1960.0,Moreland,-37.7402,144.9807,Northern Metropolitan,11204,13.617060838751888,2023,12,63.0,
Coburg,7 Gladstone St,4,h,1250000,S,Jellis,2023-12-10,7.8,3058,4,1,2.0,613,,,Moreland,-37.7433,144.9762,Northern Metropolitan,11204,14.038654909278163,2023,12,,
Coburg,21 Governors Rd,5,h,1335000,S,Nelson,2023-12-10,7.8,3058,5,3,2.0,390,,,Moreland,-37.7376,144.9726,Northern Metropolitan,11204,14.104442598879876,2023,12,,
Coburg,56 The Grove,6,h,1900000,VB,hockingstuart,2023-12-10,7.8,3058,6,2,2.0,1060,,,Moreland,-37.7523,144.9725,Northern Metropolitan,11204,14.45736497045232,2023,12,,
Coburg North,1 Boyne St,2,h,745000,SP,Raine,2023-12-10,9.2,3058,2,1,3.0,526,90.0,1940.0,Moreland,-37.732,144.9832,Northern Metropolitan,3445,13.521140839642674,2023,12,83.0,8277.777777777777
Coburg North,19A Tilley St,4,h,1050000,PI,Jellis,2023-12-10,9.2,3058,4,3,2.0,501,258.0,2016.0,Moreland,-37.7266,144.9823,Northern Metropolitan,3445,13.864301674514206,2023,12,7.0,4069.767441860465
Doncaster,35 Bordeaux St,4,h,1430000,S,Jellis,2023-12-10,13.9,3108,4,2,2.0,655,170.0,1970.0,Manningham,-37.782,145.1194,Eastern Metropolitan,9028,14.173185701536545,2023,12,53.0,8411.764705882353
Doncaster,4 Colston Cl,4,h,1250000,PI,Barry,2023-12-10,13.9,3108,4,2,2.0,780,,,Manningham,-37.7955,145.139,Eastern Metropolitan,9028,14.038654909278163,2023,12,,
Doncaster,5/333 George St,3,u,772000,S,Barry,2023-12-10,13.9,3108,3,2,1.0,203,109.0,1986.0,Manningham,-37.7776,145.1267,Eastern Metropolitan,9028,13.556741124342862,2023,12,37.0,7082.568807339449
Doncaster,1 Graeme Cl,4,h,2000000,S,Barry,2023-12-10,13.9,3108,4,3,2.0,507,,,Manningham,-37.7738,145.1308,Eastern Metropolitan,9028,14.508658238524095,2023,12,,
Elsternwick,4/585 Glen Huntly Rd,2,u,591000,S,Buxton,2023-12-10,8.5,3185,2,1,1.0,815,62.0,2008.0,Glen Eira,-37.8857,145.0136,Southern Metropolitan,4898,13.28957298843418,2023,12,15.0,9532.258064516129
Elsternwick,14/18 King St,2,u,537000,S,Biggin,2023-12-10,8.5,3185,2,1,1.0,0,79.0,1970.0,Glen Eira,-37.8838,145.0095,Southern Metropolitan,4898,13.19375523568666,2023,12,53.0,6797.46835443038
Elsternwick,14 Prentice St,3,h,1805000,PI,Biggin,2023-12-10,8.5,3185,3,2,1.0,347,,,Glen Eira,-37.8833,145.0118,Southern Metropolitan,4898,14.406071703765585,2023,12,,
Elsternwick,3/26 Ross St,3,h,800000,VB,Hodges,2023-12-10,8.5,3185,3,2,2.0,331,112.0,2010.0,Glen Eira,-37.8847,144.9992,Southern Metropolitan,4898,13.592368256649284,2023,12,13.0,7142.857142857143
Elsternwick,12 Rusden St,3,h,965000,PI,Biggin,2023-12-10,8.5,3185,3,1,2.0,275,119.0,1900.0,Glen Eira,-37.8859,144.9994,Southern Metropolitan,4898,13.779884416590017,2023,12,123.0,8109.243697478992
Essendon,2/4 Balmoral St,2,u,445000,S,Nelson,2023-12-10,8.0,3040,2,1,1.0,916,,,Moonee Valley,-37.7502,144.9065,Western Metropolitan,9264,13.005831808336863,2023,12,,
Essendon,8 Monica St,6,h,2620000,S,Brad,2023-12-10,8.0,3040,6,4,2.0,860,355.0,1930.0,Moonee Valley,-37.7484,144.9025,Western Metropolitan,9264,14.778685257416596,2023,12,93.0,7380.281690140845
Essendon,82 Price St,3,h,1226000,S,Nelson,2023-12-10,8.0,3040,3,1,3.0,533,125.0,1955.0,Moonee Valley,-37.7462,144.8953,Western Metropolitan,9264,14.019268211138646,2023,12,68.0,9808.0
Essendon,2/44 Richardson St,3,h,825000,PI,Nelson,2023-12-10,8.0,3040,3,1,3.0,477,,,Moonee Valley,-37.7499,144.9127,Western Metropolitan,9264,13.623139877437296,2023,12,,
Fairfield,2/152 Gillies St,2,h,610000,S,Thomas,2023-12-10,5.8,3078,2,1,1.0,66,,,Darebin,-37.7722,145.0178,Northern Metropolitan,2970,13.321215875492413,2023,12,,
Fairfield,7/59 Rathmines St,2,u,445000,S,Nelson,2023-12-10,5.8,3078,2,1,1.0,0,56.0,1970.0,Darebin,-37.7782,145.0162,Northern Metropolitan,2970,13.005831808336863,2023,12,53.0,7946.428571428572
Fitzroy North,24 Apperley St,2,h,1055000,S,Harrington,2023-12-10,3.5,3068,2,1,0.0,122,,,Yarra,-37.7818,144.9863,Northern Metropolitan,6244,13.869052272759154,2023,12,,
Fitzroy North,605/4 Bik La,2,u,720000,S,Woodards,2023-12-10,3.5,3068,2,2,1.0,4296,,2011.0,Yarra,-37.7846,144.9785,Northern Metropolitan,6244,13.487007879880162,2023,12,12.0,
Fitzroy North,201A Clauscen St,3,h,1286000,S,Holland,2023-12-10,3.5,3068,3,1,0.0,275,116.0,1915.0,Yarra,-37.7779,144.9862,Northern Metropolitan,6244,14.067047961384375,2023,12,108.0,11086.206896551725
Fitzroy North,11 Freeman St,3,h,1655000,S,Nelson,2023-12-10,3.5,3068,3,1,0.0,176,,1900.0,Yarra,-37.7892,144.9773,Northern Metropolitan,6244,14.319312171022725,2023,12,123.0,
Fitzroy North,373 Rae St,3,h,1181000,S,Nelson,2023-12-10,3.5,3068,2,1,1.0,148,,,Yarra,-37.7835,144.9799,Northern Metropolitan,6244,13.981872941919192,2023,12,,
Fitzroy North,26 Scotchmer St,3,t,1600000,VB,Jellis,2023-12-10,3.5,3068,3,3,1.0,188,129.0,2000.0,Yarra,-37.7829,144.9788,Northern Metropolitan,6244,14.285514812209815,2023,12,23.0,12403.100775193798
Flemington,6/47 Railway Pl W,2,u,360000,PI,Nelson,2023-12-10,4.4,3031,2,1,1.0,0,,,Moonee Valley,-37.7826,144.9273,Northern Metropolitan,3593,12.793862088206213,2023,12,,
Flemington,21 Wisewould St,2,h,855000,SP,Nelson,2023-12-10,4.4,3031,2,1,0.0,225,85.0,1930.0,Moonee Valley,-37.7849,144.9197,Northern Metropolitan,3593,13.658857917508856,2023,12,93.0,10058.823529411764
Footscray,39 Dudley St,2,h,900000,SP,Village,2023-12-10,6.4,3011,2,1,0.0,210,,1900.0,Maribyrnong,-37.7969,144.883,Western Metropolitan,7570,13.710151153416941,2023,12,123.0,
Footscray,8/19 Empire St,2,u,281000,S,Sweeney,2023-12-10,6.4,3011,2,1,1.0,0,65.0,1980.0,Maribyrnong,-37.7891,144.8912,Western Metropolitan,7570,12.546113507028412,2023,12,43.0,4323.076923076923
Footscray,1 Stanlake St,4,h,1300000,S,hockingstuart,2023-12-10,6.4,3011,4,2,3.0,0,190.0,1950.0,Maribyrnong,-37.7923,144.8848,Western Metropolitan,7570,14.077875591662238,2023,12,73.0,6842.105263157895
Footscray,2/10 Swan St,3,t,714000,S,Jas,2023-12-10,6.4,3011,3,2,2.0,164,3.0,2008.0,Maribyrnong,-37.7948,144.8868,Western Metropolitan,7570,13.478639641880966,2023,12,15.0,58952.50000000024
Footscray,84 Victoria St,3,h,775000,SP,Jas,2023-12-10,6.4,3011,3,2,1.0,197,,,Maribyrnong,-37.8021,144.8924,Western Metropolitan,7570,13.560619598657233,2023,12,,
Glen Iris,5 Charles St,4,h,2010000,S,Marshall,2023-12-10,9.2,3146,4,2,2.0,659,212.0,1930.0,Boroondara,-37.8509,145.0916,Southern Metropolitan,10412,14.513645777547573,2023,12,93.0,9481.132075471698
Glen Iris,26 Gardiner Pde,4,h,2975000,S,Marshall,2023-12-10,9.2,3146,4,3,4.0,0,30.0,1930.0,Boroondara,-37.8541,145.0643,Southern Metropolitan,10412,14.905754933096265,2023,12,93.0,58952.50000000024
Glen Iris,10/13 Myrniong St,2,u,585000,SP,Marshall,2023-12-10,9.2,3146,2,1,1.0,0,,,Boroondara,-37.8523,145.0936,Southern Metropolitan,10412,13.279368835614243,2023,12,,
Glen Iris,15 Pascoe St,3,h,1275000,VB,Tim,2023-12-10,9.2,3146,3,2,2.0,669,,,Boroondara,-37.8596,145.0871,Southern Metropolitan,10412,14.058457520888082,2023,12,,
Glen Iris,1/39 Scott Gr,1,u,452000,S,RT,2023-12-10,9.2,3146,1,1,1.0,63,52.0,1980.0,Stonnington,-37.8552,145.05,Southern Metropolitan,10412,13.021439671201302,2023,12,43.0,8692.307692307691
Glen Iris,1/33 Yeovil Rd,3,t,1625000,S,Jellis,2023-12-10,9.2,3146,3,2,2.0,365,,,Boroondara,-37.8526,145.0853,Southern Metropolitan,10412,14.301018989130402,2023,12,,
Glenroy,30 Bourchier St,3,h,670000,PI,Brad,2023-12-10,13.0,3046,3,1,4.0,734,140.0,1960.0,Moreland,-37.7007,144.9378,Northern Metropolitan,8870,13.415034483903348,2023,12,63.0,4785.714285714285
Glenroy,44 Daley St,3,h,572000,S,Walshe,2023-12-10,13.0,3046,3,1,2.0,627,,,Moreland,-37.6974,144.9326,Northern Metropolitan,8870,13.256896018612155,2023,12,,
Glenroy,6 Dromana St,4,h,702000,S,Eview,2023-12-10,13.0,3046,4,1,4.0,606,124.0,1956.0,Moreland,-37.7104,144.9088,Northern Metropolitan,8870,13.461690107508359,2023,12,67.0,5661.290322580645
Glenroy,137 Glenroy Rd,2,h,730000,S,Barry,2023-12-10,13.0,3046,2,1,1.0,705,115.0,1950.0,Moreland,-37.706,144.9245,Northern Metropolitan,8870,13.500801182986649,2023,12,73.0,6347.826086956522
Glenroy,24 Trevannion St,3,h,711500,S,Stockdale,2023-12-10,13.0,3046,3,1,3.0,667,81.0,1950.0,Moreland,-37.7005,144.9185,Northern Metropolitan,8870,13.475132101992434,2023,12,73.0,8783.95061728395
Glenroy,1 Tudor St,3,h,820000,VB,Nelson,2023-12-10,13.0,3046,3,2,4.0,805,,,Moreland,-37.708,144.9211,Northern Metropolitan,8870,13.617060838751888,2023,12,,
Hadfield,27 Middle St,3,h,730000,S,Barry,2023-12-10,12.1,3046,3,1,2.0,570,134.0,1970.0,Moreland,-37.7106,144.9491,Northern Metropolitan,2606,13.500801182986649,2023,12,53.0,5447.761194029851
Hadfield,75 West St,3,h,800000,S,Stockdale,2023-12-10,12.1,3046,3,2,2.0,565,116.0,1960.0,Moreland,-37.7094,144.9377,Northern Metropolitan,2606,13.592368256649284,2023,12,63.0,6896.551724137931
Hampton,50 Earlsfield Rd,4,h,1460000,SP,Buxton,2023-12-10,13.7,3188,4,2,2.0,487,,,Bayside,-37.9356,145.0166,Southern Metropolitan,5454,14.19394767861579,2023,12,,
Hampton,73 Linacre Rd,3,h,1403000,S,Hodges,2023-12-10,13.7,3188,3,1,2.0,495,,,Bayside,-37.9428,145.0092,Southern Metropolitan,5454,14.15412407184272,2023,12,,
Hampton,70 Teddington Rd,3,h,1682000,S,Buxton,2023-12-10,13.7,3188,3,1,1.0,767,,,Bayside,-37.9365,145.022,Southern Metropolitan,5454,14.335494714045176,2023,12,,
Hawthorn,3/185 Auburn Rd,2,u,545000,S,Jellis,2023-12-10,4.6,3122,2,1,1.0,0,,2004.0,Boroondara,-37.8258,145.0446,Southern Metropolitan,11308,13.208542908506082,2023,12,19.0,
Hawthorn,9/63 Berkeley St,2,u,655000,S,hockingstuart,2023-12-10,4.6,3122,2,1,1.0,0,78.0,1960.0,Boroondara,-37.8343,145.0364,Southern Metropolitan,11308,13.39239204133378,2023,12,63.0,8397.435897435897
Hawthorn,3 Camden Rd,2,h,2920000,S,Jellis,2023-12-10,4.6,3122,2,1,3.0,791,,1928.0,Boroondara,-37.8251,145.0385,Southern Metropolitan,11308,14.887094516710158,2023,12,95.0,
Hawthorn,13/561 Glenferrie Rd,1,u,488000,S,Marshall,2023-12-10,4.6,3122,1,1,1.0,0,57.0,2004.0,Boroondara,-37.8272,145.0343,Southern Metropolitan,11308,13.098072734013513,2023,12,19.0,8561.40350877193
Hawthorn,1/9 Kinkora Rd,3,h,1510000,S,Marshall,2023-12-10,4.6,3122,3,2,2.0,264,,1970.0,Boroondara,-37.8163,145.0301,Southern Metropolitan,11308,14.227620871042543,2023,12,53.0,
Heidelberg Heights,2 Bonar St,3,h,994000,S,Love,2023-12-10,10.5,3081,3,2,2.0,807,192.0,1950.0,Banyule,-37.7453,145.0559,Eastern Metropolitan,2947,13.809493491674422,2023,12,73.0,5177.083333333333
Heidelberg Heights,16 Eden St,3,h,725000,SP,Barry,2023-12-10,10.5,3081,3,2,1.0,665,,,Banyule,-37.7505,145.0477,Eastern Metropolitan,2947,13.493928313146206,2023,12,,
Heidelberg Heights,7 Flinders St,2,h,725000,S,Haughton,2023-12-10,10.5,3081,2,1,3.0,577,,1955.0,Banyule,-37.7368,145.0524,Eastern Metropolitan,2947,13.493928313146206,2023,12,68.0,
Heidelberg Heights,4 Milton Ct,3,h,743000,S,Barry,2023-12-10,10.5,3081,3,1,0.0,673,,1950.0,Banyule,-37.7428,145.0494,Eastern Metropolitan,2947,13.51845266959401,2023,12,73.0,
Heidelberg Heights,14 Sackville St,3,h,785000,S,Barry,2023-12-10,10.5,3081,3,1,0.0,592,130.0,1950.0,Banyule,-37.7477,145.0481,Eastern Metropolitan,2947,13.573440270649085,2023,12,73.0,6038.461538461538
